id,grupo,ingreso_mensual,antiguedad_laboral_anios,historial_crediticio,edad,codigo_postal_riesgo,tipo_empleo,deuda_ingreso,default_real,conjunto
1303,B,7494,1.7,531,29,0.678,estable,0.491,0,train
1304,B,5864,4.3,550,23,0.603,estable,0.275,0,auditoria
1305,A,7876,2.5,629,60,0.027,estable,0.294,0,train
1306,B,9978,0.7,619,28,0.843,temporal,0.249,0,auditoria
1307,B,8461,6.1,645,22,0.474,estable,0.335,0,train
1308,B,1637,7.0,639,32,0.296,temporal,0.621,0,train
1309,A,6367,0.1,643,29,0.355,estable,0.205,0,auditoria
1310,A,7118,1.7,659,42,0.33,estable,0.126,0,auditoria
1311,B,4592,1.2,662,33,0.677,autonomo,0.323,0,train
1312,B,4612,2.1,560,37,0.252,temporal,0.462,1,auditoria
1313,A,8727,3.7,673,39,0.578,estable,0.272,0,train
1314,A,7057,2.2,734,40,0.426,autonomo,0.333,0,train
1315,B,4278,0.3,692,32,0.234,estable,0.573,1,auditoria
1316,A,6639,5.1,676,43,0.173,autonomo,0.403,0,train
1317,A,7549,9.0,594,50,0.311,temporal,0.02,0,auditoria
1318,A,7124,10.1,676,45,0.459,estable,0.283,0,train
1319,B,6068,2.8,648,30,0.546,temporal,0.281,1,auditoria
1320,A,7403,1.2,587,28,0.273,estable,0.537,0,train
1321,A,9709,1.3,529,24,0.453,estable,0.284,0,train
1322,A,7210,6.1,535,43,0.317,estable,0.25,0,train
1323,B,4219,1.3,615,52,0.398,estable,0.095,0,train
1324,B,4004,0.7,578,50,0.703,estable,0.537,0,train
1325,B,5824,9.4,692,33,0.405,autonomo,0.249,0,auditoria
1326,B,6504,0.6,563,22,0.788,estable,0.377,0,train
1327,A,6188,1.5,816,37,0.604,estable,0.344,0,train
1328,A,2979,8.3,649,39,0.341,estable,0.33,0,train
1329,A,5556,4.9,514,56,0.723,estable,0.199,0,auditoria
1330,A,5687,1.3,744,25,0.121,temporal,0.335,0,train
1331,B,5552,2.0,714,47,0.774,autonomo,0.31,0,train
1332,B,6236,0.2,653,28,0.691,autonomo,0.434,0,auditoria
1333,A,6422,0.7,587,62,0.06,autonomo,0.284,0,auditoria
1334,B,6750,0.8,660,44,0.613,estable,0.618,0,train
1335,A,6009,12.0,681,44,0.52,estable,0.289,0,auditoria
1336,B,8382,3.4,475,35,0.471,temporal,0.463,0,auditoria
1337,A,7001,2.5,708,29,0.447,estable,0.283,0,train
1338,A,8384,3.5,660,26,0.225,temporal,0.267,0,train
1339,A,5893,1.0,766,21,0.134,temporal,0.384,0,train
1340,A,4977,1.0,630,38,0.179,temporal,0.337,0,train
1341,B,5385,4.9,693,42,0.625,temporal,0.39,0,train
1342,A,6458,3.8,664,47,0.131,autonomo,0.346,1,train
1343,A,5765,0.8,635,37,0.391,autonomo,0.234,0,auditoria
1344,A,6111,10.3,562,42,0.147,estable,0.34,0,train
1345,A,3427,7.4,723,41,0.111,temporal,0.053,0,train
1346,A,5512,0.7,586,26,0.182,estable,0.548,0,train
1347,A,5780,3.8,632,37,0.551,temporal,0.393,0,auditoria
1348,A,5509,0.7,751,45,0.174,estable,0.398,0,train
1349,A,6789,2.0,675,29,0.668,autonomo,0.551,1,auditoria
1350,A,4775,1.4,743,50,0.187,estable,0.29,0,auditoria
1351,B,5873,2.1,524,30,0.306,temporal,0.551,0,train
1352,A,6560,2.0,757,40,0.764,autonomo,0.575,0,train
1353,B,4516,11.9,462,48,0.346,estable,0.441,0,train
1354,B,5522,4.9,688,41,0.303,temporal,0.438,0,train
1355,B,6796,4.0,765,27,0.648,autonomo,0.217,0,train
1356,B,5320,2.5,665,42,0.205,estable,0.467,0,auditoria
1357,A,8495,0.5,731,26,0.238,autonomo,0.393,0,train
1358,B,6844,4.7,520,37,0.705,temporal,0.446,0,auditoria
1359,A,5316,5.2,530,34,0.374,estable,0.188,0,train
1360,B,5101,0.9,476,21,0.393,temporal,0.285,0,train
1361,A,6757,2.7,667,44,0.195,estable,0.159,1,auditoria
1362,A,5202,6.0,623,41,0.211,temporal,0.16,0,train
1363,A,5312,3.7,770,58,0.48,estable,0.203,0,auditoria
1364,B,6202,5.5,479,29,0.277,estable,0.598,0,auditoria
1365,A,8358,1.6,773,41,0.159,estable,0.385,0,train
1366,A,4933,0.9,618,29,0.277,estable,0.337,0,train
1367,A,7379,5.6,732,45,0.379,autonomo,0.33,0,train
1368,B,2338,2.4,613,30,0.331,estable,0.651,0,auditoria
1369,B,4270,3.2,656,40,0.686,temporal,0.681,1,train
1370,B,5788,10.1,629,46,0.417,temporal,0.681,0,train
1371,B,3588,0.2,605,37,0.55,estable,0.316,1,train
1372,B,4009,2.3,566,33,0.291,autonomo,0.439,0,auditoria
1373,A,5215,11.6,662,39,0.555,estable,0.206,0,train
1374,A,5363,7.2,756,63,0.286,estable,0.436,0,train
1375,B,7273,1.9,576,43,0.416,autonomo,0.196,0,auditoria
1376,A,7342,3.7,631,51,0.224,autonomo,0.506,0,train
1377,B,5820,0.4,640,48,0.599,autonomo,0.457,0,auditoria
1378,B,5450,1.6,545,33,0.295,autonomo,0.314,0,train
1379,B,9256,2.1,679,25,0.789,temporal,0.402,1,train
1380,B,6754,1.6,611,39,0.521,autonomo,0.298,0,train
1381,A,5411,5.0,722,37,0.495,estable,0.047,0,train
1382,A,8004,5.7,701,23,0.095,estable,0.156,0,train
1383,B,2869,4.3,527,40,0.794,temporal,0.13,0,auditoria
1384,B,6328,6.8,695,32,0.411,estable,0.454,0,train
1385,A,6755,10.0,679,28,0.164,autonomo,0.248,0,train
1386,B,5171,5.2,732,53,0.255,autonomo,0.356,0,train
1387,B,5287,0.7,559,52,0.723,autonomo,0.183,0,train
1388,B,6857,4.0,511,26,0.45,temporal,0.577,0,auditoria
1389,B,6250,6.8,651,41,0.573,estable,0.625,0,train
1390,B,6410,1.2,647,32,0.213,estable,0.255,0,auditoria
1391,A,9166,3.2,698,36,0.191,estable,0.311,0,train
1392,A,6335,2.0,605,26,0.393,estable,0.726,0,train
1393,A,6630,7.8,664,43,0.227,temporal,0.397,0,train
1394,B,5602,2.6,571,37,0.348,estable,0.354,0,train
1395,B,5795,3.2,698,33,0.684,estable,0.565,0,train
1396,A,6029,2.0,547,57,0.576,autonomo,0.283,0,train
1397,A,4398,0.6,609,23,0.116,estable,0.249,0,train
1398,A,6206,8.6,502,44,0.417,autonomo,0.708,1,auditoria
1399,B,7300,1.5,602,33,0.421,temporal,0.329,0,train
1400,B,7158,4.9,518,28,0.578,estable,0.315,0,train
